Provience,District,Local Body,Ward No,Post,Candidate,Party
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,1,वडा अध्यक्ष,जोगी दास,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,1,वडा अध्यक्ष,नरेन्द्र पटेल,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,1,वडा अध्यक्ष,मिश्रीलाल सहनी,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,1,वडा अध्यक्ष,दिपेन्द्र कुमार साह,नेपाल कम्युनिष्ट पार्टी (एमाले)
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,1,वडा अध्यक्ष,रामपुकार राय यादव,नेपाल कम्युनिष्ट पार्टी (एकिकृत समाजबादी)
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,1,वडा अध्यक्ष,रामवचन राय यादव,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,1,वडा अध्यक्ष,राम विनय राय यादव,नेपाली काँग्रेस
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,1,वडा अध्यक्ष,रामएकवाल साह,"जनता समाजवादी पार्टी, नेपाल"
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,1,वडा अध्यक्ष,रामनारायण राय यादव,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,1,वडा अध्यक्ष,विजय सहनी,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,1,वडा अध्यक्ष,रामपुकार दास,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,2,वडा अध्यक्ष,विकास प्रसाद साह,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,2,वडा अध्यक्ष,आश नारायण महतो,जनमत पार्टी (जपा)
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,2,वडा अध्यक्ष,बिरजु सहनी,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,2,वडा अध्यक्ष,दीपेन्द्र श्रेष्ठ,नेपाली काँग्रेस
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,2,वडा अध्यक्ष,जवार मिया,नेपाल कम्युनिष्ट पार्टी (एकिकृत समाजबादी)
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,2,वडा अध्यक्ष,गोविन्द साह तेली,"जनता समाजवादी पार्टी, नेपाल"
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,2,वडा अध्यक्ष,सुरेन्द्र साह तेली,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,3,वडा अध्यक्ष,एकरामूल -,"जनता समाजवादी पार्टी, नेपाल"
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,3,वडा अध्यक्ष,सेराजल हक,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,3,वडा अध्यक्ष,राम प्रवेश राउत,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,3,वडा अध्यक्ष,नजबुल्‍लाह -,नेपाली काँग्रेस
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,3,वडा अध्यक्ष,शेख ज्याउल हक,नेपाल कम्युनिष्ट पार्टी (एकिकृत समाजबादी)
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,3,वडा अध्यक्ष,शेख रजा अहमद,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,3,वडा अध्यक्ष,दशई राउत,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,3,वडा अध्यक्ष,फजील मिया,जनमत पार्टी (जपा)
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,3,वडा अध्यक्ष,शेख  अखलाक  अहमद,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,3,वडा अध्यक्ष,मोहमद जरनैल आलम,नेपाल कम्युनिष्ट पार्टी (एमाले)
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,3,वडा अध्यक्ष,रामबाबु सिंह,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,4,वडा अध्यक्ष,सिकेन्द्र राय यादव,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,4,वडा अध्यक्ष,झगरु प्रसाद यादव,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,4,वडा अध्यक्ष,रामपुकार प्रसाद साह,नेपाल कम्युनिष्ट पार्टी (एमाले)
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,4,वडा अध्यक्ष,कामेश्‍वर राउत,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,4,वडा अध्यक्ष,धनेश्‍वर पटेल,"लोकतान्त्रिक समाजवादी पार्टी, नेपाल"
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,4,वडा अध्यक्ष,ननिपत साह,जनमत पार्टी (जपा)
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,4,वडा अध्यक्ष,जवाहर साह कानु,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,4,वडा अध्यक्ष,गंगाधर झा,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,4,वडा अध्यक्ष,हरि किशोर साह,"जनता समाजवादी पार्टी, नेपाल"
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,4,वडा अध्यक्ष,भुमध्ये चौधरी,नेपाल कम्युनिष्ट पार्टी (एकिकृत समाजबादी)
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,4,वडा अध्यक्ष,सन्तोष यादव,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,4,वडा अध्यक्ष,श्रवण कुमार प्रसाद,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,4,वडा अध्यक्ष,चुल्‍हाई राय,नेपाली काँग्रेस
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,5,वडा अध्यक्ष,विकाउ महतो,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,5,वडा अध्यक्ष,कृष्ण नन्दन साह,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,5,वडा अध्यक्ष,लालबाबु यादव,नेपाल कम्युनिष्ट पार्टी (एकिकृत समाजबादी)
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,5,वडा अध्यक्ष,राम आगर राय,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,5,वडा अध्यक्ष,जयमंगल कुमार पासवान,जनमत पार्टी (जपा)
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,5,वडा अध्यक्ष,राजिव रंजन यादव,"लोकतान्त्रिक समाजवादी पार्टी, नेपाल"
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,5,वडा अध्यक्ष,राम धनेश्‍वर साह,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,5,वडा अध्यक्ष,संजय नारायण राय,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,5,वडा अध्यक्ष,लालवावु प्रसाद यादव,नेपाली काँग्रेस
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,5,वडा अध्यक्ष,प्रभु नारायण राय,नेपाल कम्युनिष्ट पार्टी (एमाले)
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,5,वडा अध्यक्ष,मिथिलेश पटेल,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,5,वडा अध्यक्ष,धर्मेन्द्र राय यादव,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,5,वडा अध्यक्ष,मनोज कुमार साह,"जनता समाजवादी पार्टी, नेपाल"
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,6,वडा अध्यक्ष,शम्भु राय यादव,"जनता समाजवादी पार्टी, नेपाल"
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,6,वडा अध्यक्ष,शम्भु राय यादव,"लोकतान्त्रिक समाजवादी पार्टी, नेपाल"
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,6,वडा अध्यक्ष,सुरीन्दर राय यादव,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,6,वडा अध्यक्ष,अवधेश राय यादब,जनमत पार्टी (जपा)
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,6,वडा अध्यक्ष,रामभरोस राय यादव,नेपाल कम्युनिष्ट पार्टी (एमाले)
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,6,वडा अध्यक्ष,राम विनोद राय,नेपाल कम्युनिष्ट पार्टी (एकिकृत समाजबादी)
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,6,वडा अध्यक्ष,राम सि‌‌हासन राय,नेपाली काँग्रेस
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,6,वडा अध्यक्ष,सुनिल प्रसाद यादव,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,6,वडा अध्यक्ष,रामविवेक राय यादव,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,7,वडा अध्यक्ष,रामविर राय,नेपाल कम्युनिष्ट पार्टी (एकिकृत समाजबादी)
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,7,वडा अध्यक्ष,नुर. आलम. अंसारी,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,7,वडा अध्यक्ष,तपेन्द्र राय यादव,"जनता समाजवादी पार्टी, नेपाल"
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,7,वडा अध्यक्ष,मोहम्मद मंजुर आलम अंसारी,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,7,वडा अध्यक्ष,जुवैर अंसारी,नेपाली काँग्रेस
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,7,वडा अध्यक्ष,अशोक कुमार चौधरी,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,7,वडा अध्यक्ष,धर्मेन्द्र प्रसाद यादव,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,7,वडा अध्यक्ष,उमा कान्त यादव,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,7,वडा अध्यक्ष,शेख जाबिर,नेपाल कम्युनिष्ट पार्टी (एमाले)
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,7,वडा अध्यक्ष,मेराजुल हक अंसारी,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,7,वडा अध्यक्ष,विरेन्द्र राय यादव,जनमत पार्टी (जपा)
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,8,वडा अध्यक्ष,सुधिर प्रसाद यादव,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,8,वडा अध्यक्ष,सुरेन्द्र राउत कुर्मी,जनमत पार्टी (जपा)
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,8,वडा अध्यक्ष,इस्‍लाम महम्‍मद नट,"लोकतान्त्रिक समाजवादी पार्टी, नेपाल"
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,8,वडा अध्यक्ष,रामाज्ञा राय यादव,"जनता समाजवादी पार्टी, नेपाल"
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,8,वडा अध्यक्ष,चन्द्रीका प्रसाद यादव,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,8,वडा अध्यक्ष,सर्वजीत महरा चमार,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,8,वडा अध्यक्ष,संगम कुमार यादव,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,8,वडा अध्यक्ष,बजरंगी प्रसाद यादव,नेपाल कम्युनिष्ट पार्टी (एकिकृत समाजबादी)
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,8,वडा अध्यक्ष,रामएकवाल ठाकुर लोहार,नेपाल कम्युनिष्ट पार्टी (एमाले)
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,8,वडा अध्यक्ष,बैधनाथ ठाकुर लोहार,नेपाली काँग्रेस
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,8,वडा अध्यक्ष,खजान्‍ति राय यादव,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,9,वडा अध्यक्ष,पनिलाल सहनी,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,9,वडा अध्यक्ष,हरिचन्द्र सहनी,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,9,वडा अध्यक्ष,पुनित सहनी मलाह,नेपाली काँग्रेस
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,9,वडा अध्यक्ष,सरोज कुमार सहनी,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,9,वडा अध्यक्ष,राममाधार साहनी मलाह,स्वतन्त्र
मधेश प्रदेश,रौतहट,गढीमाई नगरपालिका,9,वडा अध्यक्ष,रामएकवाल राय यादव,नेपाल कम्युनिष्ट पार्टी (एकिकृत समाजबादी)
