Provience,District,Local Body,Ward No,Post,Candidate,Party
सुदूरपश्चिम प्रदेश,कैलाली,भजनी नगरपालिका,1,सदस्य,जित राम थारु,राष्ट्रिय प्रजातन्त्र पार्टी
सुदूरपश्चिम प्रदेश,कैलाली,भजनी नगरपालिका,1,सदस्य,हरि शंकर चौधरी,राष्ट्रिय प्रजातन्त्र पार्टी
सुदूरपश्चिम प्रदेश,कैलाली,भजनी नगरपालिका,1,सदस्य,मोहन लामा,नेपाली काँग्रेस
सुदूरपश्चिम प्रदेश,कैलाली,भजनी नगरपालिका,1,सदस्य,खुशी लाल डगौरा,नेपाली काँग्रेस
सुदूरपश्चिम प्रदेश,कैलाली,भजनी नगरपालिका,1,सदस्य,अरुण चौधरी,"जनता समाजवादी पार्टी, नेपाल"
सुदूरपश्चिम प्रदेश,कैलाली,भजनी नगरपालिका,1,सदस्य,लाल बहादुर डगौरा,नेपाल कम्युनिष्ट पार्टी (एमाले)
सुदूरपश्चिम प्रदेश,कैलाली,भजनी नगरपालिका,1,सदस्य,फूलराम चौधरी,नागरिक उन्मुक्ति पार्टी
सुदूरपश्चिम प्रदेश,कैलाली,भजनी नगरपालिका,1,सदस्य,सिता राम चौधरी,नागरिक उन्मुक्ति पार्टी
सुदूरपश्चिम प्रदेश,कैलाली,भजनी नगरपालिका,1,सदस्य,हसिना देबी चौधरी,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
सुदूरपश्चिम प्रदेश,कैलाली,भजनी नगरपालिका,1,सदस्य,भरत बहादुर साउँद,नेपाल कम्युनिष्ट पार्टी (एमाले)
सुदूरपश्चिम प्रदेश,कैलाली,भजनी नगरपालिका,2,सदस्य,दरबारी लाल डगौरा,"जनता समाजवादी पार्टी, नेपाल"
सुदूरपश्चिम प्रदेश,कैलाली,भजनी नगरपालिका,2,सदस्य,जंग बहादुर डगौरा,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
सुदूरपश्चिम प्रदेश,कैलाली,भजनी नगरपालिका,2,सदस्य,सद्धु राम डगौरा,नागरिक उन्मुक्ति पार्टी
सुदूरपश्चिम प्रदेश,कैलाली,भजनी नगरपालिका,2,सदस्य,तेज राम चौधरी,नागरिक उन्मुक्ति पार्टी
सुदूरपश्चिम प्रदेश,कैलाली,भजनी नगरपालिका,2,सदस्य,खेम बहादुर डगौरा,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
सुदूरपश्चिम प्रदेश,कैलाली,भजनी नगरपालिका,2,सदस्य,विक्रम कुमाल,नेपाल कम्युनिष्ट पार्टी (एमाले)
सुदूरपश्चिम प्रदेश,कैलाली,भजनी नगरपालिका,2,सदस्य,मन बहादुर बुढा,नेपाल कम्युनिष्ट पार्टी (एमाले)
सुदूरपश्चिम प्रदेश,कैलाली,भजनी नगरपालिका,2,सदस्य,सतिश कुमार कठरिया,"जनता समाजवादी पार्टी, नेपाल"
सुदूरपश्चिम प्रदेश,कैलाली,भजनी नगरपालिका,2,सदस्य,जन्जीरुवा डगौरा,राष्ट्रिय प्रजातन्त्र पार्टी
सुदूरपश्चिम प्रदेश,कैलाली,भजनी नगरपालिका,3,सदस्य,राजेश कुमार चौधरी,नागरिक उन्मुक्ति पार्टी
सुदूरपश्चिम प्रदेश,कैलाली,भजनी नगरपालिका,3,सदस्य,शत्रुघन चौधरि,नागरिक उन्मुक्ति पार्टी
सुदूरपश्चिम प्रदेश,कैलाली,भजनी नगरपालिका,3,सदस्य,विजय राज डाङी,नेपाली काँग्रेस
सुदूरपश्चिम प्रदेश,कैलाली,भजनी नगरपालिका,3,सदस्य,हेम बहादुर साउँद,नेपाली काँग्रेस
सुदूरपश्चिम प्रदेश,कैलाली,भजनी नगरपालिका,3,सदस्य,सन्त राम चौधरी,राष्ट्रिय प्रजातन्त्र पार्टी
सुदूरपश्चिम प्रदेश,कैलाली,भजनी नगरपालिका,3,सदस्य,राम लाली डगौरा,नेपाल कम्युनिष्ट पार्टी (एमाले)
सुदूरपश्चिम प्रदेश,कैलाली,भजनी नगरपालिका,3,सदस्य,तेत राम चौधरी,नेपाल कम्युनिष्ट पार्टी (एमाले)
सुदूरपश्चिम प्रदेश,कैलाली,भजनी नगरपालिका,3,सदस्य,बंसी राम डगौरा,राष्ट्रिय प्रजातन्त्र पार्टी
सुदूरपश्चिम प्रदेश,कैलाली,भजनी नगरपालिका,3,सदस्य,प्रयत्न मल्ल,नेपाल कम्युनिष्ट पार्टी (एकिकृत समाजबादी)
सुदूरपश्चिम प्रदेश,कैलाली,भजनी नगरपालिका,4,सदस्य,विपत राम चौधरी,नागरिक उन्मुक्ति पार्टी
सुदूरपश्चिम प्रदेश,कैलाली,भजनी नगरपालिका,4,सदस्य,देश राज चौधरी,नागरिक उन्मुक्ति पार्टी
सुदूरपश्चिम प्रदेश,कैलाली,भजनी नगरपालिका,4,सदस्य,जगत सिंह बुढामगर,"जनता समाजवादी पार्टी, नेपाल"
सुदूरपश्चिम प्रदेश,कैलाली,भजनी नगरपालिका,4,सदस्य,गंगा राम डगौरा,राष्ट्रिय प्रजातन्त्र पार्टी
सुदूरपश्चिम प्रदेश,कैलाली,भजनी नगरपालिका,4,सदस्य,रिता देवी चौधरी,"जनता समाजवादी पार्टी, नेपाल"
सुदूरपश्चिम प्रदेश,कैलाली,भजनी नगरपालिका,4,सदस्य,पदम बहादुर बिष्‍ट,नेपाल कम्युनिष्ट पार्टी (एमाले)
सुदूरपश्चिम प्रदेश,कैलाली,भजनी नगरपालिका,4,सदस्य,दुखरानी चौधरी,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
सुदूरपश्चिम प्रदेश,कैलाली,भजनी नगरपालिका,4,सदस्य,ताल बहादुर चौधरी,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
सुदूरपश्चिम प्रदेश,कैलाली,भजनी नगरपालिका,4,सदस्य,ऐन बहादुर देउवा,नेपाल कम्युनिष्ट पार्टी (एमाले)
