Provience,District,Local Body,Ward No,Post,Candidate,Party
प्रदेश १,भोजपुर,साल्पासिलिछो गाउँपालिका,1,वडा अध्यक्ष,मीन बहादुर थापा,नेपाल कम्युनिष्ट पार्टी (एमाले)
प्रदेश १,भोजपुर,साल्पासिलिछो गाउँपालिका,1,वडा अध्यक्ष,गणेश बुढाथोकी,नेपाली काँग्रेस
प्रदेश १,भोजपुर,साल्पासिलिछो गाउँपालिका,1,वडा अध्यक्ष,बाल कुमार तामाङ,स्वतन्त्र
प्रदेश १,भोजपुर,साल्पासिलिछो गाउँपालिका,2,वडा अध्यक्ष,दल बहादुर गिरी,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
प्रदेश १,भोजपुर,साल्पासिलिछो गाउँपालिका,2,वडा अध्यक्ष,विदुर कार्की,नेपाली काँग्रेस
प्रदेश १,भोजपुर,साल्पासिलिछो गाउँपालिका,2,वडा अध्यक्ष,गणेश खत्री,नेपाल कम्युनिष्ट पार्टी (एमाले)
प्रदेश १,भोजपुर,साल्पासिलिछो गाउँपालिका,3,वडा अध्यक्ष,महेश राई,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
प्रदेश १,भोजपुर,साल्पासिलिछो गाउँपालिका,3,वडा अध्यक्ष,राम सिंह घले,राष्ट्रिय प्रजातन्त्र पार्टी
प्रदेश १,भोजपुर,साल्पासिलिछो गाउँपालिका,3,वडा अध्यक्ष,दिल कुमार राई,नेपाल कम्युनिष्ट पार्टी (एमाले)
प्रदेश १,भोजपुर,साल्पासिलिछो गाउँपालिका,3,वडा अध्यक्ष,विनोद राई,नेपाली काँग्रेस
प्रदेश १,भोजपुर,साल्पासिलिछो गाउँपालिका,4,वडा अध्यक्ष,फुर्वा  शेर्पा,नेपाल कम्युनिष्ट पार्टी (एमाले)
प्रदेश १,भोजपुर,साल्पासिलिछो गाउँपालिका,4,वडा अध्यक्ष,संजय राई,नेपाली काँग्रेस
प्रदेश १,भोजपुर,साल्पासिलिछो गाउँपालिका,4,वडा अध्यक्ष,लंका राई,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
प्रदेश १,भोजपुर,साल्पासिलिछो गाउँपालिका,5,वडा अध्यक्ष,शिव कुमार राई,नेपाली काँग्रेस
प्रदेश १,भोजपुर,साल्पासिलिछो गाउँपालिका,5,वडा अध्यक्ष,सन्देप राई,राष्ट्रिय प्रजातन्त्र पार्टी
प्रदेश १,भोजपुर,साल्पासिलिछो गाउँपालिका,5,वडा अध्यक्ष,उत्तर कुमार राई,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
प्रदेश १,भोजपुर,साल्पासिलिछो गाउँपालिका,5,वडा अध्यक्ष,मणिधन राई,नेपाल कम्युनिष्ट पार्टी (एमाले)
प्रदेश १,भोजपुर,साल्पासिलिछो गाउँपालिका,6,वडा अध्यक्ष,राम कुमार राई,नेपाल कम्युनिष्ट पार्टी (एमाले)
प्रदेश १,भोजपुर,साल्पासिलिछो गाउँपालिका,6,वडा अध्यक्ष,विक्रम वन सन्यासी,नेपाली काँग्रेस
