Provience,District,Local Body,Ward No,Post,Candidate,Party
गण्डकी प्रदेश,तनहुँ,म्याग्दे गाउँपालिका,1,महिला सदस्य,हिमा खनाल,नेपाली काँग्रेस
गण्डकी प्रदेश,तनहुँ,म्याग्दे गाउँपालिका,1,महिला सदस्य,श्रीमाया थापा,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
गण्डकी प्रदेश,तनहुँ,म्याग्दे गाउँपालिका,1,महिला सदस्य,राम माया थापा खडुल मगर,नेपाल कम्युनिष्ट पार्टी (एमाले)
गण्डकी प्रदेश,तनहुँ,म्याग्दे गाउँपालिका,2,महिला सदस्य,रिम माया थापा सारु,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
गण्डकी प्रदेश,तनहुँ,म्याग्दे गाउँपालिका,2,महिला सदस्य,सिता कुमाल,नेपाली काँग्रेस
गण्डकी प्रदेश,तनहुँ,म्याग्दे गाउँपालिका,2,महिला सदस्य,बसुन्धरा मगर,नेपाल कम्युनिष्ट पार्टी (एमाले)
गण्डकी प्रदेश,तनहुँ,म्याग्दे गाउँपालिका,3,महिला सदस्य,लक्ष्मी थापा,नेपाल कम्युनिष्ट पार्टी (एमाले)
गण्डकी प्रदेश,तनहुँ,म्याग्दे गाउँपालिका,3,महिला सदस्य,सिता गैह्रे,स्वतन्त्र
गण्डकी प्रदेश,तनहुँ,म्याग्दे गाउँपालिका,3,महिला सदस्य,जानकी थापा,नेपाली काँग्रेस
गण्डकी प्रदेश,तनहुँ,म्याग्दे गाउँपालिका,3,महिला सदस्य,सुनिता अधिकारी,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
गण्डकी प्रदेश,तनहुँ,म्याग्दे गाउँपालिका,4,महिला सदस्य,सुकु मिजार,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
गण्डकी प्रदेश,तनहुँ,म्याग्दे गाउँपालिका,4,महिला सदस्य,रिता अधिकारी,राष्ट्रिय प्रजातन्त्र पार्टी
गण्डकी प्रदेश,तनहुँ,म्याग्दे गाउँपालिका,4,महिला सदस्य,बद्रिका भट्टराई,नेपाली काँग्रेस
गण्डकी प्रदेश,तनहुँ,म्याग्दे गाउँपालिका,4,महिला सदस्य,बुद्धि माया श्रेष्ठ,नेपाल कम्युनिष्ट पार्टी (एमाले)
गण्डकी प्रदेश,तनहुँ,म्याग्दे गाउँपालिका,5,महिला सदस्य,चिनी माया थापा,नेपाली काँग्रेस
गण्डकी प्रदेश,तनहुँ,म्याग्दे गाउँपालिका,5,महिला सदस्य,विष्णु क्षेत्री,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
गण्डकी प्रदेश,तनहुँ,म्याग्दे गाउँपालिका,5,महिला सदस्य,सोनिका राना,नेपाल कम्युनिष्ट पार्टी (एमाले)
गण्डकी प्रदेश,तनहुँ,म्याग्दे गाउँपालिका,6,महिला सदस्य,अनिता थापा मागर,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
गण्डकी प्रदेश,तनहुँ,म्याग्दे गाउँपालिका,6,महिला सदस्य,भेष कुमारी थापा मगर,नेपाली काँग्रेस
गण्डकी प्रदेश,तनहुँ,म्याग्दे गाउँपालिका,6,महिला सदस्य,अनु महत श्रेष्ठ,नेपाल कम्युनिष्ट पार्टी (एमाले)
गण्डकी प्रदेश,तनहुँ,म्याग्दे गाउँपालिका,7,महिला सदस्य,दिपिका वाग्ले,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
गण्डकी प्रदेश,तनहुँ,म्याग्दे गाउँपालिका,7,महिला सदस्य,रोशनी मगर,नेपाली काँग्रेस
गण्डकी प्रदेश,तनहुँ,म्याग्दे गाउँपालिका,7,महिला सदस्य,रस्मी पराजुली,राष्ट्रिय प्रजातन्त्र पार्टी
गण्डकी प्रदेश,तनहुँ,म्याग्दे गाउँपालिका,7,महिला सदस्य,केशी माया मगर,नेपाल कम्युनिष्ट पार्टी (एमाले)
