Provience,District,Local Body,Ward No,Post,Candidate,Party
मधेश प्रदेश,सप्तरी,शम्भुनाथ  नगरपालिका,1,महिला सदस्य,पुनम कुमारी चौधरी,राष्ट्रिय प्रजातन्त्र पार्टी
मधेश प्रदेश,सप्तरी,शम्भुनाथ  नगरपालिका,1,महिला सदस्य,शान्ती कुमारी चौधरी,"जनता समाजवादी पार्टी, नेपाल"
मधेश प्रदेश,सप्तरी,शम्भुनाथ  नगरपालिका,1,महिला सदस्य,जेनव कुजर्नी,नेपाल कम्युनिष्ट पार्टी (एकिकृत समाजबादी)
मधेश प्रदेश,सप्तरी,शम्भुनाथ  नगरपालिका,1,महिला सदस्य,फुल कुमारी चौधरी,नेपाली काँग्रेस
मधेश प्रदेश,सप्तरी,शम्भुनाथ  नगरपालिका,1,महिला सदस्य,राम कुमारी देवी चौधरी,नेपाल कम्युनिष्ट पार्टी (एमाले)
मधेश प्रदेश,सप्तरी,शम्भुनाथ  नगरपालिका,1,महिला सदस्य,"रामप्यारी देवी साह, (तेली)",जनमत पार्टी (जपा)
मधेश प्रदेश,सप्तरी,शम्भुनाथ  नगरपालिका,1,महिला सदस्य,सरिता कुमारी चौधरी,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
मधेश प्रदेश,सप्तरी,शम्भुनाथ  नगरपालिका,2,महिला सदस्य,सचिता कुमारी यादव,जनमत पार्टी (जपा)
मधेश प्रदेश,सप्तरी,शम्भुनाथ  नगरपालिका,2,महिला सदस्य,रेमनी देवी मंडल,नेपाल कम्युनिष्ट पार्टी (एकिकृत समाजबादी)
मधेश प्रदेश,सप्तरी,शम्भुनाथ  नगरपालिका,2,महिला सदस्य,अनिता कुमारी चौधरी,नेपाली काँग्रेस
मधेश प्रदेश,सप्तरी,शम्भुनाथ  नगरपालिका,2,महिला सदस्य,मुसन्डी देवी चौधरी,"जनता समाजवादी पार्टी, नेपाल"
मधेश प्रदेश,सप्तरी,शम्भुनाथ  नगरपालिका,2,महिला सदस्य,हदिसा खातुन,नेपाल कम्युनिष्ट पार्टी (एमाले)
