Provience,District,Local Body,Ward No,Post,Candidate,Party
गण्डकी प्रदेश,म्याग्दी,रघुगंगा गाउँपालिका,1,सदस्य,खिम बहादुर पुर्जा,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
गण्डकी प्रदेश,म्याग्दी,रघुगंगा गाउँपालिका,1,सदस्य,बल बहादुर पुर्जा,नेपाल कम्युनिष्ट पार्टी (एमाले)
गण्डकी प्रदेश,म्याग्दी,रघुगंगा गाउँपालिका,1,सदस्य,टक बहादुर पुर्जा,मंगोल नेशनल अर्गनाइजेसन
गण्डकी प्रदेश,म्याग्दी,रघुगंगा गाउँपालिका,1,सदस्य,भक्त बहादुर पुन,नेपाली काँग्रेस
गण्डकी प्रदेश,म्याग्दी,रघुगंगा गाउँपालिका,1,सदस्य,बलमान गौचन,नेपाली काँग्रेस
गण्डकी प्रदेश,म्याग्दी,रघुगंगा गाउँपालिका,1,सदस्य,नरसिं बहादुर पुन,नेपाल कम्युनिष्ट पार्टी (एमाले)
गण्डकी प्रदेश,म्याग्दी,रघुगंगा गाउँपालिका,1,सदस्य,बाल कुमार गर्बुजा,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
गण्डकी प्रदेश,म्याग्दी,रघुगंगा गाउँपालिका,2,सदस्य,नर बहादुर भण्डारी,नेपाल कम्युनिष्ट पार्टी (एमाले)
गण्डकी प्रदेश,म्याग्दी,रघुगंगा गाउँपालिका,2,सदस्य,गोकर्ण भण्डारी,नेपाली काँग्रेस
गण्डकी प्रदेश,म्याग्दी,रघुगंगा गाउँपालिका,2,सदस्य,शेर बहादुर थापा,राष्ट्रिय प्रजातन्त्र पार्टी
गण्डकी प्रदेश,म्याग्दी,रघुगंगा गाउँपालिका,2,सदस्य,कृष्ण बहादुर कटुवाल क्षेत्री,नेपाल कम्युनिष्ट पार्टी (एमाले)
गण्डकी प्रदेश,म्याग्दी,रघुगंगा गाउँपालिका,2,सदस्य,निर्मल बहादुर के.सी.,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
गण्डकी प्रदेश,म्याग्दी,रघुगंगा गाउँपालिका,2,सदस्य,रुद्र बहादुर भण्डारी,नेपाली काँग्रेस
गण्डकी प्रदेश,म्याग्दी,रघुगंगा गाउँपालिका,2,सदस्य,तोप बहादुर के.सी.,राष्ट्रिय प्रजातन्त्र पार्टी
गण्डकी प्रदेश,म्याग्दी,रघुगंगा गाउँपालिका,2,सदस्य,कल्पना भण्डारी,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
गण्डकी प्रदेश,म्याग्दी,रघुगंगा गाउँपालिका,2,सदस्य,राजकुमार दर्जी,स्वतन्त्र
गण्डकी प्रदेश,म्याग्दी,रघुगंगा गाउँपालिका,3,सदस्य,भक्त बहादुर चन,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
गण्डकी प्रदेश,म्याग्दी,रघुगंगा गाउँपालिका,3,सदस्य,घनश्याम दमै,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
गण्डकी प्रदेश,म्याग्दी,रघुगंगा गाउँपालिका,3,सदस्य,नेत्र बहादुर कार्की,नेपाली काँग्रेस
गण्डकी प्रदेश,म्याग्दी,रघुगंगा गाउँपालिका,3,सदस्य,हिमाल सार्की,राष्ट्रिय प्रजातन्त्र पार्टी
गण्डकी प्रदेश,म्याग्दी,रघुगंगा गाउँपालिका,3,सदस्य,राम्जी शर्मा,नेपाल कम्युनिष्ट पार्टी (एमाले)
गण्डकी प्रदेश,म्याग्दी,रघुगंगा गाउँपालिका,3,सदस्य,जित बहादुर खत्री,नेपाल कम्युनिष्ट पार्टी (एमाले)
गण्डकी प्रदेश,म्याग्दी,रघुगंगा गाउँपालिका,3,सदस्य,भिम बहादुर कार्की,नेपाली काँग्रेस
गण्डकी प्रदेश,म्याग्दी,रघुगंगा गाउँपालिका,4,सदस्य,चित्र बहादुर गर्वुजा,नेपाली काँग्रेस
गण्डकी प्रदेश,म्याग्दी,रघुगंगा गाउँपालिका,4,सदस्य,हिरामान पाईजा,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
गण्डकी प्रदेश,म्याग्दी,रघुगंगा गाउँपालिका,4,सदस्य,भरत कुमार पुन,नेपाल कम्युनिष्ट पार्टी (एमाले)
गण्डकी प्रदेश,म्याग्दी,रघुगंगा गाउँपालिका,4,सदस्य,याम बहादुर वि.क.,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
गण्डकी प्रदेश,म्याग्दी,रघुगंगा गाउँपालिका,4,सदस्य,धन बहादुर सुनार,नेपाल कम्युनिष्ट पार्टी (एमाले)
गण्डकी प्रदेश,म्याग्दी,रघुगंगा गाउँपालिका,4,सदस्य,कुमारी पुर्जा गर्बुजा,नेपाली काँग्रेस
गण्डकी प्रदेश,म्याग्दी,रघुगंगा गाउँपालिका,5,सदस्य,पुर्ण बहादुर पुन,नेपाल कम्युनिष्ट पार्टी (एमाले)
गण्डकी प्रदेश,म्याग्दी,रघुगंगा गाउँपालिका,5,सदस्य,भिम बहादुर थजाली,राष्ट्रिय प्रजातन्त्र पार्टी
गण्डकी प्रदेश,म्याग्दी,रघुगंगा गाउँपालिका,5,सदस्य,डम बहादुर रोका,नेपाली काँग्रेस
गण्डकी प्रदेश,म्याग्दी,रघुगंगा गाउँपालिका,5,सदस्य,टेक बहादुर पुर्जा,नेपाल कम्युनिष्ट पार्टी (एमाले)
गण्डकी प्रदेश,म्याग्दी,रघुगंगा गाउँपालिका,5,सदस्य,राम बहादुर थजाली,नेपाली काँग्रेस
गण्डकी प्रदेश,म्याग्दी,रघुगंगा गाउँपालिका,6,सदस्य,सन्तोष वि.क,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
गण्डकी प्रदेश,म्याग्दी,रघुगंगा गाउँपालिका,6,सदस्य,सवीर वि.क,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
गण्डकी प्रदेश,म्याग्दी,रघुगंगा गाउँपालिका,6,सदस्य,टेकजित छन्त्याल,नेपाली काँग्रेस
