Provience,District,Local Body,Ward No,Post,Candidate,Party
सुदूरपश्चिम प्रदेश,बैतडी,सुर्नया गाउँपालिका,1,वडा अध्यक्ष,उत्तम बहादुर चन्द,नेपाली काँग्रेस
सुदूरपश्चिम प्रदेश,बैतडी,सुर्नया गाउँपालिका,1,वडा अध्यक्ष,धन बहादुर चन्द,नेपाल कम्युनिष्ट पार्टी (एमाले)
सुदूरपश्चिम प्रदेश,बैतडी,सुर्नया गाउँपालिका,1,वडा अध्यक्ष,दशरथ चन्द,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
सुदूरपश्चिम प्रदेश,बैतडी,सुर्नया गाउँपालिका,1,वडा अध्यक्ष,नरेन्‍द्र चन्‍द,राष्ट्रिय प्रजातन्त्र पार्टी
सुदूरपश्चिम प्रदेश,बैतडी,सुर्नया गाउँपालिका,2,वडा अध्यक्ष,गणेश बहादुर बिष्ट,राष्ट्रिय प्रजातन्त्र पार्टी
सुदूरपश्चिम प्रदेश,बैतडी,सुर्नया गाउँपालिका,2,वडा अध्यक्ष,कृष्ण बहादुर पाण्डे,नेपाली काँग्रेस
सुदूरपश्चिम प्रदेश,बैतडी,सुर्नया गाउँपालिका,2,वडा अध्यक्ष,मनोरथ पाण्डेय,"जनता समाजवादी पार्टी, नेपाल"
सुदूरपश्चिम प्रदेश,बैतडी,सुर्नया गाउँपालिका,2,वडा अध्यक्ष,पुर्ण बहादुर बिष्ट,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
सुदूरपश्चिम प्रदेश,बैतडी,सुर्नया गाउँपालिका,2,वडा अध्यक्ष,हर्क बहादुर पाण्डे,स्वतन्त्र
सुदूरपश्चिम प्रदेश,बैतडी,सुर्नया गाउँपालिका,3,वडा अध्यक्ष,दान सिंह विष्‍ट,नेपाल कम्युनिष्ट पार्टी (एमाले)
सुदूरपश्चिम प्रदेश,बैतडी,सुर्नया गाउँपालिका,3,वडा अध्यक्ष,शम्भु प्रसाद भट्ट,नेपाली काँग्रेस
सुदूरपश्चिम प्रदेश,बैतडी,सुर्नया गाउँपालिका,3,वडा अध्यक्ष,अशोक राज भट्ट,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
सुदूरपश्चिम प्रदेश,बैतडी,सुर्नया गाउँपालिका,4,वडा अध्यक्ष,गणेश सिंह साउंद,राष्ट्रिय प्रजातन्त्र पार्टी
सुदूरपश्चिम प्रदेश,बैतडी,सुर्नया गाउँपालिका,4,वडा अध्यक्ष,प्रताप बहादुर महरा,नेपाली काँग्रेस
सुदूरपश्चिम प्रदेश,बैतडी,सुर्नया गाउँपालिका,4,वडा अध्यक्ष,हरि सिंह महरा,नेपाल कम्युनिष्ट पार्टी (एकिकृत समाजबादी)
सुदूरपश्चिम प्रदेश,बैतडी,सुर्नया गाउँपालिका,5,वडा अध्यक्ष,मान बहादुर विष्ट,नेपाल कम्युनिष्ट पार्टी (एमाले)
सुदूरपश्चिम प्रदेश,बैतडी,सुर्नया गाउँपालिका,5,वडा अध्यक्ष,हर्क बहादुर बिष्ट,नेपाली काँग्रेस
सुदूरपश्चिम प्रदेश,बैतडी,सुर्नया गाउँपालिका,5,वडा अध्यक्ष,केशव बहादुर विष्ट,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
सुदूरपश्चिम प्रदेश,बैतडी,सुर्नया गाउँपालिका,5,वडा अध्यक्ष,कर्ण बहादुर मडै,स्वतन्त्र
सुदूरपश्चिम प्रदेश,बैतडी,सुर्नया गाउँपालिका,6,वडा अध्यक्ष,अम्बा दत्त अवस्थी,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
सुदूरपश्चिम प्रदेश,बैतडी,सुर्नया गाउँपालिका,6,वडा अध्यक्ष,जय बहादुर कुवंर,नेपाली काँग्रेस
सुदूरपश्चिम प्रदेश,बैतडी,सुर्नया गाउँपालिका,6,वडा अध्यक्ष,मदन राज अवस्थी,नेपाल कम्युनिष्ट पार्टी (एमाले)
सुदूरपश्चिम प्रदेश,बैतडी,सुर्नया गाउँपालिका,7,वडा अध्यक्ष,काशी सिंह कुवंर,स्वतन्त्र
सुदूरपश्चिम प्रदेश,बैतडी,सुर्नया गाउँपालिका,7,वडा अध्यक्ष,राम बहादुर कुवंर,नेपाल कम्युनिष्ट पार्टी (एमाले)
सुदूरपश्चिम प्रदेश,बैतडी,सुर्नया गाउँपालिका,7,वडा अध्यक्ष,भक्त बहादुर कुवंर,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
सुदूरपश्चिम प्रदेश,बैतडी,सुर्नया गाउँपालिका,7,वडा अध्यक्ष,धर्म सिंह महरा,स्वतन्त्र
सुदूरपश्चिम प्रदेश,बैतडी,सुर्नया गाउँपालिका,7,वडा अध्यक्ष,भक्त बहादुर कुवंर,नेपाली काँग्रेस
सुदूरपश्चिम प्रदेश,बैतडी,सुर्नया गाउँपालिका,8,वडा अध्यक्ष,जीत बोहरा,नेपाल कम्युनिष्ट पार्टी (एमाले)
सुदूरपश्चिम प्रदेश,बैतडी,सुर्नया गाउँपालिका,8,वडा अध्यक्ष,भान बहादुर वोहरा,नेपाली काँग्रेस
सुदूरपश्चिम प्रदेश,बैतडी,सुर्नया गाउँपालिका,8,वडा अध्यक्ष,गणेश बहादुर साउद,नेपाल कम्युनिष्ट पार्टी (एकिकृत समाजबादी)
