Provience,District,Local Body,Ward No,Post,Candidate,Party
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,1,दलित महिला सदस्य,तुलसरा नेपाली,नेपाली काँग्रेस
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,1,दलित महिला सदस्य,मन सरा विश्वकर्मा,राष्ट्रिय प्रजातन्त्र पार्टी
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,1,दलित महिला सदस्य,दिपा वि.क,नेपाल कम्युनिष्ट पार्टी (एमाले)
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,1,दलित महिला सदस्य,देवीसरा कामी,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,2,दलित महिला सदस्य,पुर्णकला  सुनार कसेरा,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,2,दलित महिला सदस्य,शनिसरा कामी,नेपाल कम्युनिष्ट पार्टी (एमाले)
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,2,दलित महिला सदस्य,हरीमाया नेपाली,नेपाली काँग्रेस
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,3,दलित महिला सदस्य,एलिना वि.क.,नेपाली काँग्रेस
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,3,दलित महिला सदस्य,तुलसी बि.क.,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,3,दलित महिला सदस्य,लक्ष्मी दमाई,नेपाल कम्युनिष्ट पार्टी (एमाले)
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,4,दलित महिला सदस्य,पुर्णा सुनार,स्वतन्त्र
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,4,दलित महिला सदस्य,बृहस्पती कामी,नेपाल कम्युनिष्ट पार्टी (एमाले)
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,4,दलित महिला सदस्य,गीता परियार,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,4,दलित महिला सदस्य,भुमीकला सुनार,नेपाली काँग्रेस
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,5,दलित महिला सदस्य,मन्जुला बि.क.,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,5,दलित महिला सदस्य,खगिसरा नेपाली,नेपाल कम्युनिष्ट पार्टी (एमाले)
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,6,दलित महिला सदस्य,सिता परियार,"जनता समाजवादी पार्टी, नेपाल"
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,6,दलित महिला सदस्य,रिमा वि.क.,राष्ट्रिय प्रजातन्त्र पार्टी
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,6,दलित महिला सदस्य,सरीता वि.क,नेपाली काँग्रेस
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,6,दलित महिला सदस्य,भुमिसरा रसाइली,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,6,दलित महिला सदस्य,गौरी परियार,नेपाल कम्युनिष्ट पार्टी (एमाले)
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,7,दलित महिला सदस्य,विष्णु मिजार,"जनता समाजवादी पार्टी, नेपाल"
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,7,दलित महिला सदस्य,ओबी सरा वस्याल,नेपाली काँग्रेस
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,7,दलित महिला सदस्य,रबि कुमारी बस्याल,नेपाल कम्युनिष्ट पार्टी (एमाले)
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,8,दलित महिला सदस्य,डिलमाया सुनार,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,8,दलित महिला सदस्य,निलम वि.क,नेपाल कम्युनिष्ट पार्टी (एमाले)
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,8,दलित महिला सदस्य,देउकली सुनार,नेपाली काँग्रेस
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,9,दलित महिला सदस्य,टिका कुमारी वि.क.,नेपाल कम्युनिष्ट पार्टी (एमाले)
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,9,दलित महिला सदस्य,रुपा सार्की,"जनता समाजवादी पार्टी, नेपाल"
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,9,दलित महिला सदस्य,बिना वि.क.,नेपाल कम्युनिष्ट पार्टी (एकिकृत समाजबादी)
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,9,दलित महिला सदस्य,मीना सुनार,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,9,दलित महिला सदस्य,लक्षीमा कामी,नेपाली काँग्रेस
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,9,दलित महिला सदस्य,तुल्सी वि.क.,राष्ट्रिय प्रजातन्त्र पार्टी
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,10,दलित महिला सदस्य,हिरा सुनार,नेपाल कम्युनिष्ट पार्टी (एमाले)
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,10,दलित महिला सदस्य,सरिता वि.क.,नेपाल कम्युनिष्ट पार्टी (एकिकृत समाजबादी)
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,10,दलित महिला सदस्य,लालमती कामी,नेपाली काँग्रेस
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,10,दलित महिला सदस्य,लक्ष्मी विटालु,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,11,दलित महिला सदस्य,हरि कला वि.क.,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,11,दलित महिला सदस्य,भिमा वि.क,नेपाल कम्युनिष्ट पार्टी (एमाले)
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,11,दलित महिला सदस्य,नन्दकला सार्की,स्वतन्त्र
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,11,दलित महिला सदस्य,शान्ती विस्वकर्मा,राष्ट्रिय प्रजातन्त्र पार्टी
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,11,दलित महिला सदस्य,ज्ञानी कुमारी सार्की,नेपाली काँग्रेस
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,12,दलित महिला सदस्य,शुस्मा वि.क.,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,12,दलित महिला सदस्य,देवी चुनारा,नेपाली काँग्रेस
कर्णाली प्रदेश,सुर्खेत,भेरीगंगा नगरपालिका,12,दलित महिला सदस्य,खगिसरा दमाई,नेपाल कम्युनिष्ट पार्टी (एमाले)
