Provience,District,Local Body,Ward No,Post,Candidate,Party
सुदूरपश्चिम प्रदेश,डडेलधुरा,परशुराम नगरपालिका,1,सदस्य,गणेश नाथ,नेपाली काँग्रेस
सुदूरपश्चिम प्रदेश,डडेलधुरा,परशुराम नगरपालिका,1,सदस्य,पदम बहादुर बिष्ट,नेपाल कम्युनिष्ट पार्टी (एमाले)
सुदूरपश्चिम प्रदेश,डडेलधुरा,परशुराम नगरपालिका,1,सदस्य,लाल बहादुर कार्की,नेपाल कम्युनिष्ट पार्टी (एमाले)
सुदूरपश्चिम प्रदेश,डडेलधुरा,परशुराम नगरपालिका,1,सदस्य,मान बहादुर विष्ट,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
सुदूरपश्चिम प्रदेश,डडेलधुरा,परशुराम नगरपालिका,1,सदस्य,गौरी लाल कामी,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
सुदूरपश्चिम प्रदेश,डडेलधुरा,परशुराम नगरपालिका,1,सदस्य,उत्तम बहादुर बिष्ट,नेपाली काँग्रेस
सुदूरपश्चिम प्रदेश,डडेलधुरा,परशुराम नगरपालिका,2,सदस्य,डमर बहादुर साउँद,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
सुदूरपश्चिम प्रदेश,डडेलधुरा,परशुराम नगरपालिका,2,सदस्य,गगन सिंह बोहरा,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
सुदूरपश्चिम प्रदेश,डडेलधुरा,परशुराम नगरपालिका,2,सदस्य,चेतराम साउँद,नेपाली काँग्रेस
सुदूरपश्चिम प्रदेश,डडेलधुरा,परशुराम नगरपालिका,2,सदस्य,नर बहादुर वोहरा,नेपाली काँग्रेस
सुदूरपश्चिम प्रदेश,डडेलधुरा,परशुराम नगरपालिका,2,सदस्य,बिर बहादुर धामी,नेपाल कम्युनिष्ट पार्टी (एमाले)
सुदूरपश्चिम प्रदेश,डडेलधुरा,परशुराम नगरपालिका,2,सदस्य,भिम बहादुर वोहरा,नेपाल कम्युनिष्ट पार्टी (एमाले)
सुदूरपश्चिम प्रदेश,डडेलधुरा,परशुराम नगरपालिका,3,सदस्य,भुवनेश्वरी जोरा भाट,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
सुदूरपश्चिम प्रदेश,डडेलधुरा,परशुराम नगरपालिका,3,सदस्य,शेर सिंह धामी,नेपाली काँग्रेस
