Provience,District,Local Body,Ward No,Post,Candidate,Party
बागमती प्रदेश,दोलखा,तामाकोशी  गाउँपालिका,1,सदस्य,रमेश कार्की,नेपाली काँग्रेस
बागमती प्रदेश,दोलखा,तामाकोशी  गाउँपालिका,1,सदस्य,अम्बिका माझी,राष्ट्रिय प्रजातन्त्र पार्टी
बागमती प्रदेश,दोलखा,तामाकोशी  गाउँपालिका,1,सदस्य,सुन्दर के.सी.,नेपाल कम्युनिष्ट पार्टी (एमाले)
बागमती प्रदेश,दोलखा,तामाकोशी  गाउँपालिका,1,सदस्य,राज कुमार खड्का,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
बागमती प्रदेश,दोलखा,तामाकोशी  गाउँपालिका,1,सदस्य,बाल कृष्ण काफ्ले,नेपाली काँग्रेस
बागमती प्रदेश,दोलखा,तामाकोशी  गाउँपालिका,1,सदस्य,कुमारी माझी,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
बागमती प्रदेश,दोलखा,तामाकोशी  गाउँपालिका,1,सदस्य,पदम बहादुर भुजेल,राष्ट्रिय प्रजातन्त्र पार्टी
बागमती प्रदेश,दोलखा,तामाकोशी  गाउँपालिका,1,सदस्य,केशब कुमार बस्नेत,नेपाल कम्युनिष्ट पार्टी (एमाले)
बागमती प्रदेश,दोलखा,तामाकोशी  गाउँपालिका,1,सदस्य,चित्र बहादुर कार्की,स्वतन्त्र
बागमती प्रदेश,दोलखा,तामाकोशी  गाउँपालिका,2,सदस्य,राम चन्द्र गुरुङ,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
बागमती प्रदेश,दोलखा,तामाकोशी  गाउँपालिका,2,सदस्य,कृप ध्वज कार्की,स्वतन्त्र
बागमती प्रदेश,दोलखा,तामाकोशी  गाउँपालिका,2,सदस्य,नानी काजी तामाङ,स्वतन्त्र
बागमती प्रदेश,दोलखा,तामाकोशी  गाउँपालिका,2,सदस्य,नर बहादुर कार्की,नेपाल कम्युनिष्ट पार्टी (एमाले)
बागमती प्रदेश,दोलखा,तामाकोशी  गाउँपालिका,2,सदस्य,मान बहादुर काफ्ले,नेपाली काँग्रेस
बागमती प्रदेश,दोलखा,तामाकोशी  गाउँपालिका,2,सदस्य,भक्त बहादुर ओझा,नेपाल कम्युनिष्ट पार्टी (एमाले)
बागमती प्रदेश,दोलखा,तामाकोशी  गाउँपालिका,3,सदस्य,प्रचण्‍ड दिप कार्की,नेपाली काँग्रेस
बागमती प्रदेश,दोलखा,तामाकोशी  गाउँपालिका,3,सदस्य,राजाराम बस्नेत,नेपाल कम्युनिष्ट पार्टी (एमाले)
बागमती प्रदेश,दोलखा,तामाकोशी  गाउँपालिका,3,सदस्य,कृष्ण बहादुर तमाङ,नेपाल कम्युनिष्ट पार्टी (एमाले)
बागमती प्रदेश,दोलखा,तामाकोशी  गाउँपालिका,3,सदस्य,लिला मान मोक्तान,नेपाली काँग्रेस
बागमती प्रदेश,दोलखा,तामाकोशी  गाउँपालिका,4,सदस्य,गोकर्ण बहादुर खत्री,स्वतन्त्र
बागमती प्रदेश,दोलखा,तामाकोशी  गाउँपालिका,4,सदस्य,यज्ञ वहादुर श्रेष्‍ठ,नेपाली काँग्रेस
बागमती प्रदेश,दोलखा,तामाकोशी  गाउँपालिका,4,सदस्य,खड्ग विक्रम खड्का,नेपाली काँग्रेस
बागमती प्रदेश,दोलखा,तामाकोशी  गाउँपालिका,4,सदस्य,रमेश कुमार खड्का,स्वतन्त्र
बागमती प्रदेश,दोलखा,तामाकोशी  गाउँपालिका,4,सदस्य,गोकुल कार्की,स्वतन्त्र
बागमती प्रदेश,दोलखा,तामाकोशी  गाउँपालिका,4,सदस्य,विजुले दमाई,स्वतन्त्र
