Provience,District,Local Body,Ward No,Post,Candidate,Party
प्रदेश १,तेर्हथुम,लालिगुँरास नगरपालिका,1,महिला सदस्य,दिल माया गुरुङ,नेपाल कम्युनिष्ट पार्टी (एमाले)
प्रदेश १,तेर्हथुम,लालिगुँरास नगरपालिका,1,महिला सदस्य,सुनिता गुरुङ,नेपाली काँग्रेस
प्रदेश १,तेर्हथुम,लालिगुँरास नगरपालिका,1,महिला सदस्य,झुमादेवी तामाङ,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र)
प्रदेश १,तेर्हथुम,लालिगुँरास नगरपालिका,2,महिला सदस्य,दलमाया लिम्वु,नेपाल कम्युनिष्ट पार्टी (एमाले)
प्रदेश १,तेर्हथुम,लालिगुँरास नगरपालिका,2,महिला सदस्य,लाल कुमारी याखा,नेपाली काँग्रेस
प्रदेश १,तेर्हथुम,लालिगुँरास नगरपालिका,3,महिला सदस्य,देवि माया कार्की,नेपाली काँग्रेस
प्रदेश १,तेर्हथुम,लालिगुँरास नगरपालिका,3,महिला सदस्य,पवित्रा देवी कार्की खड्का,नेपाल कम्युनिष्ट पार्टी (एमाले)
प्रदेश १,तेर्हथुम,लालिगुँरास नगरपालिका,4,महिला सदस्य,खड्क कुमारी राई,नेपाल कम्युनिष्ट पार्टी (एमाले)
प्रदेश १,तेर्हथुम,लालिगुँरास नगरपालिका,4,महिला सदस्य,लक्ष्मि माया गुरुङ्ग,नेपाली काँग्रेस
प्रदेश १,तेर्हथुम,लालिगुँरास नगरपालिका,5,महिला सदस्य,संचरानी लिम्वु,नेपाली काँग्रेस
प्रदेश १,तेर्हथुम,लालिगुँरास नगरपालिका,5,महिला सदस्य,यसोदा  सम्वाहाङफे लिम्वु,स्वतन्त्र
प्रदेश १,तेर्हथुम,लालिगुँरास नगरपालिका,5,महिला सदस्य,राज कुमारी लिम्वु,नेपाल कम्युनिष्ट पार्टी (एमाले)
प्रदेश १,तेर्हथुम,लालिगुँरास नगरपालिका,6,महिला सदस्य,लिला माया सुब्बा,नेपाल कम्युनिष्ट पार्टी (एमाले)
प्रदेश १,तेर्हथुम,लालिगुँरास नगरपालिका,6,महिला सदस्य,मन्जु काफ्ले,नेपाली काँग्रेस
प्रदेश १,तेर्हथुम,लालिगुँरास नगरपालिका,7,महिला सदस्य,यमुना कुमारी लिम्बु,नेपाली काँग्रेस
प्रदेश १,तेर्हथुम,लालिगुँरास नगरपालिका,7,महिला सदस्य,अन्जना  कार्को,नेपाल कम्युनिष्ट पार्टी (एमाले)
प्रदेश १,तेर्हथुम,लालिगुँरास नगरपालिका,8,महिला सदस्य,विमला देवी ढकाल,नेपाल कम्युनिष्ट पार्टी (एमाले)
प्रदेश १,तेर्हथुम,लालिगुँरास नगरपालिका,8,महिला सदस्य,कविता खनाल,नेपाली काँग्रेस
प्रदेश १,तेर्हथुम,लालिगुँरास नगरपालिका,9,महिला सदस्य,चन्द्र कुमारी तामाङ,नेपाल कम्युनिष्ट पार्टी (एमाले)
प्रदेश १,तेर्हथुम,लालिगुँरास नगरपालिका,9,महिला सदस्य,योगिता लिम्वु,नेपाली काँग्रेस
